,YEAR,QUARTER,MONTH,DAY_OF_MONTH,DAY_OF_WEEK,UNIQUE_CARRIER,TAIL_NUM,FL_NUM,ORIGIN_AIRPORT_ID,ORIGIN,DEST_AIRPORT_ID,DEST,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,DEP_DEL15,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,ARR_DEL15,CANCELLED,DIVERTED,CRS_ELAPSED_TIME,ACTUAL_ELAPSED_TIME,DISTANCE,Unnamed: 25
26,2016,1,1,3,7,DL,N596NW,1397,13487,MSP,14747,SEA,1440,1439.0,-1.0,0.0,1625,1604.0,-21.0,0.0,0.0,0.0,225.0,205.0,1399.0,
27,2016,1,1,3,7,DL,N369NB,1444,11433,DTW,10397,ATL,2020,2021.0,1.0,0.0,2227,2211.0,-16.0,0.0,0.0,0.0,127.0,110.0,594.0,
28,2016,1,1,3,7,DL,N815DN,1491,13487,MSP,10397,ATL,610,608.0,-2.0,0.0,940,922.0,-18.0,0.0,0.0,0.0,150.0,134.0,907.0,
29,2016,1,1,3,7,DL,N138DL,1573,14747,SEA,10397,ATL,2355,4.0,9.0,0.0,732,736.0,4.0,0.0,0.0,0.0,277.0,272.0,2182.0,
30,2016,1,1,3,7,DL,N536US,1646,10397,ATL,14747,SEA,1620,1621.0,1.0,0.0,1859,1838.0,-21.0,0.0,0.0,0.0,339.0,317.0,2182.0,
31,2016,1,1,3,7,DL,N337NW,1734,13487,MSP,11433,DTW,1152,1151.0,-1.0,0.0,1433,1425.0,-8.0,0.0,0.0,0.0,101.0,94.0,528.0,
32,2016,1,1,4,1,DL,N633DL,1587,11433,DTW,10397,ATL,1345,1350.0,5.0,0.0,1549,1532.0,-17.0,0.0,0.0,0.0,124.0,102.0,594.0,
33,2016,1,1,4,1,DL,N3757D,1699,11433,DTW,14747,SEA,1215,1236.0,21.0,1.0,1420,1437.0,17.0,1.0,0.0,0.0,305.0,301.0,1927.0,
34,2016,1,1,4,1,DL,N827DN,1770,14747,SEA,13487,MSP,1520,1521.0,1.0,0.0,2032,2048.0,16.0,1.0,0.0,0.0,192.0,207.0,1399.0,
35,2016,1,1,2,6,DL,N964DL,991,10397,ATL,11433,DTW,1205,1205.0,0.0,0.0,1404,1405.0,1.0,0.0,0.0,0.0,119.0,120.0,594.0,
36,2016,1,1,2,6,DL,N965DN,1104,10397,ATL,13487,MSP,1205,1219.0,14.0,0.0,1345,1355.0,10.0,0.0,0.0,0.0,160.0,156.0,907.0,
37,2016,1,1,3,7,DL,N848DN,1770,14747,SEA,13487,MSP,1520,1602.0,42.0,1.0,2032,2108.0,36.0,1.0,0.0,0.0,192.0,186.0,1399.0,
38,2016,1,1,3,7,DL,N948DN,1842,11433,DTW,10397,ATL,1005,1003.0,-2.0,0.0,1209,1149.0,-20.0,0.0,0.0,0.0,124.0,106.0,594.0,
39,2016,1,1,3,7,DL,N923DL,1975,13487,MSP,10397,ATL,1129,1155.0,26.0,1.0,1500,1506.0,6.0,0.0,0.0,0.0,151.0,131.0,907.0,
40,2016,1,1,3,7,DL,N1609,2039,10397,ATL,14747,SEA,824,831.0,7.0,0.0,1059,1102.0,3.0,0.0,0.0,0.0,335.0,331.0,2182.0,
41,2016,1,1,3,7,DL,N718TW,2139,12478,JFK,10397,ATL,830,826.0,-4.0,0.0,1111,1108.0,-3.0,0.0,0.0,0.0,161.0,162.0,760.0,
42,2016,1,1,3,7,DL,N820DN,2193,13487,MSP,14747,SEA,650,650.0,0.0,0.0,844,819.0,-25.0,0.0,0.0,0.0,234.0,209.0,1399.0,
43,2016,1,1,3,7,DL,N806DN,2255,13487,MSP,10397,ATL,1320,1319.0,-1.0,0.0,1649,1636.0,-13.0,0.0,0.0,0.0,149.0,137.0,907.0,
44,2016,1,1,3,7,DL,N806DN,2318,14747,SEA,13487,MSP,710,710.0,0.0,0.0,1223,1220.0,-3.0,0.0,0.0,0.0,193.0,190.0,1399.0,
45,2016,1,1,3,7,DL,N930DL,2418,11433,DTW,10397,ATL,1205,1206.0,1.0,0.0,1411,1415.0,4.0,0.0,0.0,0.0,126.0,129.0,594.0,
46,2016,1,1,3,7,DL,N968AT,2515,11433,DTW,12478,JFK,1930,1927.0,-3.0,0.0,2125,2105.0,-20.0,0.0,0.0,0.0,115.0,98.0,509.0,
47,2016,1,1,4,1,DL,N932DL,2418,11433,DTW,10397,ATL,1205,1205.0,0.0,0.0,1411,1423.0,12.0,0.0,0.0,0.0,126.0,138.0,594.0,
48,2016,1,1,4,1,DL,N908DE,2515,11433,DTW,12478,JFK,1930,1939.0,9.0,0.0,2125,2138.0,13.0,0.0,0.0,0.0,115.0,119.0,509.0,
49,2016,1,1,4,1,DL,N945DL,2793,11433,DTW,13487,MSP,1006,1019.0,13.0,0.0,1105,1102.0,-3.0,0.0,0.0,0.0,119.0,103.0,528.0,
50,2016,1,1,4,1,DL,N927AT,2829,10397,ATL,11433,DTW,2040,2041.0,1.0,0.0,2234,2229.0,-5.0,0.0,0.0,0.0,114.0,108.0,594.0,
51,2016,1,1,5,2,DL,N674DL,8,13487,MSP,10397,ATL,1732,1728.0,-4.0,0.0,2105,2043.0,-22.0,0.0,0.0,0.0,153.0,135.0,907.0,
52,2016,1,1,5,2,DL,N909DA,87,11433,DTW,13487,MSP,1540,1535.0,-5.0,0.0,1649,1631.0,-18.0,0.0,0.0,0.0,129.0,116.0,528.0,
53,2016,1,1,5,2,DL,N930DL,425,12478,JFK,10397,ATL,1501,1537.0,36.0,1.0,1750,1749.0,-1.0,0.0,0.0,0.0,169.0,132.0,760.0,
54,2016,1,1,5,2,DL,N698DL,449,12478,JFK,14747,SEA,700,658.0,-2.0,0.0,1020,1000.0,-20.0,0.0,0.0,0.0,380.0,362.0,2422.0,
55,2016,1,1,3,7,DL,N841DN,483,12478,JFK,14747,SEA,1625,1705.0,40.0,1.0,1951,2023.0,32.0,1.0,0.0,0.0,386.0,378.0,2422.0,
56,2016,1,1,3,7,DL,N961AT,569,10397,ATL,12478,JFK,1740,1741.0,1.0,0.0,2008,1955.0,-13.0,0.0,0.0,0.0,148.0,134.0,760.0,
57,2016,1,1,3,7,DL,N552NW,630,11433,DTW,10397,ATL,1746,1741.0,-5.0,0.0,1954,1925.0,-29.0,0.0,0.0,0.0,128.0,104.0,594.0,
58,2016,1,1,3,7,DL,N596NW,701,14747,SEA,11433,DTW,2300,2302.0,2.0,0.0,609,617.0,8.0,0.0,0.0,0.0,249.0,255.0,1927.0,
59,2016,1,1,3,7,DL,N935DN,783,10397,ATL,13487,MSP,840,841.0,1.0,0.0,1022,1022.0,0.0,0.0,0.0,0.0,162.0,161.0,907.0,
60,2016,1,1,3,7,DL,N801DZ,2811,12478,JFK,13487,MSP,805,803.0,-2.0,0.0,1024,1012.0,-12.0,0.0,0.0,0.0,199.0,189.0,1029.0,
61,2016,1,1,3,7,DL,N802DN,2829,10397,ATL,11433,DTW,2040,2040.0,0.0,0.0,2234,2229.0,-5.0,0.0,0.0,0.0,114.0,109.0,594.0,
62,2016,1,1,4,1,DL,N553NW,53,13487,MSP,11433,DTW,1530,1530.0,0.0,0.0,1805,1810.0,5.0,0.0,0.0,0.0,95.0,100.0,528.0,
63,2016,1,1,4,1,DL,N612DL,391,13487,MSP,10397,ATL,1910,1911.0,1.0,0.0,2240,2227.0,-13.0,0.0,0.0,0.0,150.0,136.0,907.0,
64,2016,1,1,4,1,DL,N357NB,453,12478,JFK,13487,MSP,1625,1654.0,29.0,1.0,1845,1909.0,24.0,1.0,0.0,0.0,200.0,195.0,1029.0,
65,2016,1,1,4,1,DL,N391DA,488,12478,JFK,14747,SEA,700,701.0,1.0,0.0,1020,946.0,-34.0,0.0,0.0,0.0,380.0,345.0,2422.0,
66,2016,1,1,4,1,DL,N695DL,588,14747,SEA,13487,MSP,1120,1211.0,51.0,1.0,1637,1721.0,44.0,1.0,0.0,0.0,197.0,190.0,1399.0,
67,2016,1,1,4,1,DL,N943DL,658,13487,MSP,12478,JFK,1020,1020.0,0.0,0.0,1405,1404.0,-1.0,0.0,0.0,0.0,165.0,164.0,1029.0,
68,2016,1,1,4,1,DL,N903DA,744,13487,MSP,10397,ATL,958,1000.0,2.0,0.0,1328,1312.0,-16.0,0.0,0.0,0.0,150.0,132.0,907.0,
69,2016,1,1,4,1,DL,N702TW,843,10397,ATL,12478,JFK,1025,1024.0,-1.0,0.0,1240,1223.0,-17.0,0.0,0.0,0.0,135.0,119.0,760.0,
70,2016,1,1,4,1,DL,N960AT,945,11433,DTW,13487,MSP,719,722.0,3.0,0.0,830,815.0,-15.0,0.0,0.0,0.0,131.0,113.0,528.0,
71,2016,1,1,4,1,DL,N911DE,1055,11433,DTW,13487,MSP,1940,2004.0,24.0,1.0,2036,2050.0,14.0,0.0,0.0,0.0,116.0,106.0,528.0,
72,2016,1,1,4,1,DL,N947DN,1122,13487,MSP,10397,ATL,730,725.0,-5.0,0.0,1111,1039.0,-32.0,0.0,0.0,0.0,161.0,134.0,907.0,
73,2016,1,1,4,1,DL,N839DN,1247,10397,ATL,13487,MSP,1455,1457.0,2.0,0.0,1640,1639.0,-1.0,0.0,0.0,0.0,165.0,162.0,907.0,
74,2016,1,1,4,1,DL,N944DL,1357,13487,MSP,11433,DTW,1752,1752.0,0.0,0.0,2033,2035.0,2.0,0.0,0.0,0.0,101.0,103.0,528.0,
75,2016,1,1,4,1,DL,N816DN,1410,14747,SEA,10397,ATL,1345,1345.0,0.0,0.0,2128,2132.0,4.0,0.0,0.0,0.0,283.0,287.0,2182.0,
76,2016,1,1,4,1,DL,N933DN,1448,10397,ATL,11433,DTW,1905,1903.0,-2.0,0.0,2103,2057.0,-6.0,0.0,0.0,0.0,118.0,114.0,594.0,
77,2016,1,1,5,2,DL,N832DN,1267,10397,ATL,11433,DTW,1735,1834.0,59.0,1.0,1934,2011.0,37.0,1.0,0.0,0.0,119.0,97.0,594.0,
78,2016,1,1,5,2,DL,N585NW,1403,10397,ATL,14747,SEA,1350,1354.0,4.0,0.0,1625,1608.0,-17.0,0.0,0.0,0.0,335.0,314.0,2182.0,
79,2016,1,1,5,2,DL,N358NB,1476,11433,DTW,13487,MSP,1350,1346.0,-4.0,0.0,1449,1427.0,-22.0,0.0,0.0,0.0,119.0,101.0,528.0,
80,2016,1,1,6,3,DL,N963DN,929,11433,DTW,10397,ATL,1627,1622.0,-5.0,0.0,1840,1824.0,-16.0,0.0,0.0,0.0,133.0,122.0,594.0,
81,2016,1,1,6,3,DL,N344NW,984,10397,ATL,12478,JFK,2050,2050.0,0.0,0.0,2314,2256.0,-18.0,0.0,0.0,0.0,144.0,126.0,760.0,
82,2016,1,1,6,3,DL,N353NW,1096,11433,DTW,13487,MSP,1200,1152.0,-8.0,0.0,1302,1238.0,-24.0,0.0,0.0,0.0,122.0,106.0,528.0,
83,2016,1,1,6,3,DL,N903DA,1122,13487,MSP,10397,ATL,729,722.0,-7.0,0.0,1104,1051.0,-13.0,0.0,0.0,0.0,155.0,149.0,907.0,
84,2016,1,1,6,3,DL,N346NB,1195,11433,DTW,12478,JFK,2000,1959.0,-1.0,0.0,2159,2146.0,-13.0,0.0,0.0,0.0,119.0,107.0,509.0,
85,2016,1,1,6,3,DL,N585NW,1291,14747,SEA,10397,ATL,830,833.0,3.0,0.0,1614,1616.0,2.0,0.0,0.0,0.0,284.0,283.0,2182.0,
86,2016,1,1,6,3,DL,N3734B,1461,11433,DTW,14747,SEA,1215,1212.0,-3.0,0.0,1430,1346.0,-44.0,0.0,0.0,0.0,315.0,274.0,1927.0,
87,2016,1,1,6,3,DL,N839DN,1598,14747,SEA,10397,ATL,620,614.0,-6.0,0.0,1404,1354.0,-10.0,0.0,0.0,0.0,284.0,280.0,2182.0,
88,2016,1,1,6,3,DL,N354NW,1734,13487,MSP,11433,DTW,1152,1146.0,-6.0,0.0,1436,1423.0,-13.0,0.0,0.0,0.0,104.0,97.0,528.0,
89,2016,1,1,6,3,DL,N905DE,1795,10397,ATL,12478,JFK,1745,1743.0,-2.0,0.0,2014,2009.0,-5.0,0.0,0.0,0.0,149.0,146.0,760.0,
90,2016,1,1,7,4,DL,N365NB,434,12478,JFK,10397,ATL,805,804.0,-1.0,0.0,1043,1019.0,-24.0,0.0,0.0,0.0,158.0,135.0,760.0,
91,2016,1,1,7,4,DL,N959DN,514,10397,ATL,13487,MSP,1205,1227.0,22.0,1.0,1354,1355.0,1.0,0.0,0.0,0.0,169.0,148.0,907.0,
92,2016,1,1,7,4,DL,N3743H,589,13487,MSP,14747,SEA,910,907.0,-3.0,0.0,1100,1056.0,-4.0,0.0,0.0,0.0,230.0,229.0,1399.0,
93,2016,1,1,5,2,DL,N317US,1650,11433,DTW,13487,MSP,705,704.0,-1.0,0.0,824,815.0,-9.0,0.0,0.0,0.0,139.0,131.0,528.0,
94,2016,1,1,5,2,DL,N309US,1734,13487,MSP,11433,DTW,1152,1149.0,-3.0,0.0,1436,1417.0,-19.0,0.0,0.0,0.0,104.0,88.0,528.0,
95,2016,1,1,5,2,DL,N931DL,1795,10397,ATL,12478,JFK,1745,1746.0,1.0,0.0,2014,2008.0,-6.0,0.0,0.0,0.0,149.0,142.0,760.0,
96,2016,1,1,5,2,DL,N121DE,1893,11433,DTW,10397,ATL,835,842.0,7.0,0.0,1049,1049.0,0.0,0.0,0.0,0.0,134.0,127.0,594.0,
97,2016,1,1,5,2,DL,N921AT,2016,12478,JFK,10397,ATL,1930,1932.0,2.0,0.0,2211,2147.0,-24.0,0.0,0.0,0.0,161.0,135.0,760.0,
98,2016,1,1,6,3,DL,N902DE,1975,13487,MSP,10397,ATL,1125,1125.0,0.0,0.0,1458,1455.0,-3.0,0.0,0.0,0.0,153.0,150.0,907.0,
99,2016,1,1,6,3,DL,N585NW,2074,10397,ATL,13487,MSP,1735,1736.0,1.0,0.0,1924,1910.0,-14.0,0.0,0.0,0.0,169.0,154.0,907.0,
100,2016,1,1,6,3,DL,N3743H,2221,13487,MSP,14747,SEA,1130,1125.0,-5.0,0.0,1322,1257.0,-25.0,0.0,0.0,0.0,232.0,212.0,1399.0,
101,2016,1,1,6,3,DL,N3730B,2287,10397,ATL,13487,MSP,2215,2244.0,29.0,1.0,2357,3.0,6.0,0.0,0.0,0.0,162.0,139.0,907.0,
102,2016,1,1,6,3,DL,N943DN,2382,10397,ATL,13487,MSP,1915,1914.0,-1.0,0.0,2108,2036.0,-32.0,0.0,0.0,0.0,173.0,142.0,907.0,
103,2016,1,1,6,3,DL,N323US,2448,11433,DTW,10397,ATL,1205,1201.0,-4.0,0.0,1415,1349.0,-26.0,0.0,0.0,0.0,130.0,108.0,594.0,
104,2016,1,1,6,3,DL,N354NW,2793,11433,DTW,13487,MSP,1001,957.0,-4.0,0.0,1107,1045.0,-22.0,0.0,0.0,0.0,126.0,108.0,528.0,
105,2016,1,1,7,4,DL,N973DL,7,10397,ATL,13487,MSP,1046,1043.0,-3.0,0.0,1230,1207.0,-23.0,0.0,0.0,0.0,164.0,144.0,907.0,
106,2016,1,1,7,4,DL,N913DN,86,13487,MSP,11433,DTW,1348,1339.0,-9.0,0.0,1632,1615.0,-17.0,0.0,0.0,0.0,104.0,96.0,528.0,
107,2016,1,1,7,4,DL,N343NB,423,12478,JFK,10397,ATL,1325,1335.0,10.0,0.0,1600,1604.0,4.0,0.0,0.0,0.0,155.0,149.0,760.0,
108,2016,1,1,7,4,DL,N375NC,2448,11433,DTW,10397,ATL,1208,1204.0,-4.0,0.0,1420,1356.0,-24.0,0.0,0.0,0.0,132.0,112.0,594.0,
109,2016,1,1,5,2,DL,N839DN,485,12478,JFK,14747,SEA,1650,1645.0,-5.0,0.0,2018,1920.0,-58.0,0.0,0.0,0.0,388.0,335.0,2422.0,
110,2016,1,1,5,2,DL,N382DA,588,14747,SEA,13487,MSP,1105,1108.0,3.0,0.0,1627,1626.0,-1.0,0.0,0.0,0.0,202.0,198.0,1399.0,
111,2016,1,1,5,2,DL,N931DN,744,13487,MSP,10397,ATL,1005,1002.0,-3.0,0.0,1334,1323.0,-11.0,0.0,0.0,0.0,149.0,141.0,907.0,
112,2016,1,1,5,2,DL,N3752,789,14747,SEA,13487,MSP,1315,1314.0,-1.0,0.0,1837,1835.0,-2.0,0.0,0.0,0.0,202.0,201.0,1399.0,
113,2016,1,1,5,2,DL,N957DL,844,10397,ATL,13487,MSP,1046,1044.0,-2.0,0.0,1230,1206.0,-24.0,0.0,0.0,0.0,164.0,142.0,907.0,
114,2016,1,1,5,2,DL,N922DX,929,11433,DTW,10397,ATL,1627,1623.0,-4.0,0.0,1840,1821.0,-19.0,0.0,0.0,0.0,133.0,118.0,594.0,
115,2016,1,1,5,2,DL,N961AT,984,10397,ATL,12478,JFK,2050,2049.0,-1.0,0.0,2315,2248.0,-27.0,0.0,0.0,0.0,145.0,119.0,760.0,
116,2016,1,1,5,2,DL,N313US,1096,11433,DTW,13487,MSP,1200,1200.0,0.0,0.0,1303,1245.0,-18.0,0.0,0.0,0.0,123.0,105.0,528.0,
117,2016,1,1,5,2,DL,N377DA,1145,10397,ATL,11433,DTW,1620,1622.0,2.0,0.0,1824,1804.0,-20.0,0.0,0.0,0.0,124.0,102.0,594.0,
118,2016,1,1,7,4,DL,N838DN,1593,14747,SEA,10397,ATL,2316,2313.0,-3.0,0.0,653,654.0,1.0,0.0,0.0,0.0,277.0,281.0,2182.0,
119,2016,1,1,7,4,DL,N317NB,1707,11433,DTW,13487,MSP,834,830.0,-4.0,0.0,945,915.0,-30.0,0.0,0.0,0.0,131.0,105.0,528.0,
120,2016,1,1,7,4,DL,N3773D,1770,14747,SEA,13487,MSP,1530,1529.0,-1.0,0.0,2048,2047.0,-1.0,0.0,0.0,0.0,198.0,198.0,1399.0,
121,2016,1,1,7,4,DL,N809DN,1840,13487,MSP,11433,DTW,1759,1803.0,4.0,0.0,2044,2051.0,7.0,0.0,0.0,0.0,105.0,108.0,528.0,
122,2016,1,1,7,4,DL,N978DL,1975,13487,MSP,10397,ATL,1125,1125.0,0.0,0.0,1458,1455.0,-3.0,0.0,0.0,0.0,153.0,150.0,907.0,
123,2016,1,1,7,4,DL,N592NW,2074,10397,ATL,13487,MSP,1735,1756.0,21.0,1.0,1924,1933.0,9.0,0.0,0.0,0.0,169.0,157.0,907.0,
124,2016,1,1,7,4,DL,N3730B,2221,13487,MSP,14747,SEA,1130,1126.0,-4.0,0.0,1322,1254.0,-28.0,0.0,0.0,0.0,232.0,208.0,1399.0,
125,2016,1,1,7,4,DL,N617DL,2287,10397,ATL,13487,MSP,2215,2210.0,-5.0,0.0,2357,2332.0,-25.0,0.0,0.0,0.0,162.0,142.0,907.0,
126,2016,1,1,7,4,DL,N925DN,2382,10397,ATL,13487,MSP,1915,1916.0,1.0,0.0,2108,2036.0,-32.0,0.0,0.0,0.0,173.0,140.0,907.0,
127,2016,1,1,8,5,DL,N907DA,1231,10397,ATL,11433,DTW,1341,1339.0,-2.0,0.0,1542,1535.0,-7.0,0.0,0.0,0.0,121.0,116.0,594.0,
128,2016,1,1,7,4,DL,N931DN,744,13487,MSP,10397,ATL,1005,1010.0,5.0,0.0,1334,1349.0,15.0,1.0,0.0,0.0,149.0,159.0,907.0,
129,2016,1,1,7,4,DL,N3752,789,14747,SEA,13487,MSP,1315,1310.0,-5.0,0.0,1837,1850.0,13.0,0.0,0.0,0.0,202.0,220.0,1399.0,
130,2016,1,1,7,4,DL,N977DL,844,10397,ATL,13487,MSP,1046,1045.0,-1.0,0.0,1230,1213.0,-17.0,0.0,0.0,0.0,164.0,148.0,907.0,
131,2016,1,1,7,4,DL,N924DN,945,11433,DTW,10397,ATL,1345,1337.0,-8.0,0.0,1558,1530.0,-28.0,0.0,0.0,0.0,133.0,113.0,594.0,
132,2016,1,1,7,4,DL,N842DN,987,14747,SEA,11433,DTW,2300,2254.0,-6.0,0.0,615,621.0,6.0,0.0,0.0,0.0,255.0,267.0,1927.0,
133,2016,1,1,7,4,DL,N842DN,1107,10397,ATL,14747,SEA,1920,1926.0,6.0,0.0,2205,2117.0,-48.0,0.0,0.0,0.0,345.0,291.0,2182.0,
134,2016,1,1,7,4,DL,N377DA,1145,10397,ATL,11433,DTW,1620,1631.0,11.0,0.0,1824,1813.0,-11.0,0.0,0.0,0.0,124.0,102.0,594.0,
135,2016,1,1,7,4,DL,N907DA,1231,10397,ATL,11433,DTW,1341,1345.0,4.0,0.0,1542,1538.0,-4.0,0.0,0.0,0.0,121.0,113.0,594.0,
136,2016,1,1,7,4,DL,N383DN,1397,13487,MSP,14747,SEA,1415,1410.0,-5.0,0.0,1603,1546.0,-17.0,0.0,0.0,0.0,228.0,216.0,1399.0,
137,2016,1,1,7,4,DL,N709TW,1473,14747,SEA,12478,JFK,1110,1110.0,0.0,0.0,1930,1944.0,14.0,0.0,0.0,0.0,320.0,334.0,2422.0,
138,2016,1,1,8,5,DL,N595NW,2188,10397,ATL,14747,SEA,1630,1631.0,1.0,0.0,1913,1837.0,-36.0,0.0,0.0,0.0,343.0,306.0,2182.0,
139,2016,1,1,8,5,DL,N954DN,2263,10397,ATL,11433,DTW,1054,1057.0,3.0,0.0,1253,1247.0,-6.0,0.0,0.0,0.0,119.0,110.0,594.0,
140,2016,1,1,8,5,DL,N948AT,2312,13487,MSP,12478,JFK,1755,1751.0,-4.0,0.0,2149,2150.0,1.0,0.0,0.0,0.0,174.0,179.0,1029.0,
141,2016,1,1,8,5,DL,N841DN,2413,14747,SEA,12478,JFK,700,702.0,2.0,0.0,1515,1529.0,14.0,0.0,0.0,0.0,315.0,327.0,2422.0,
142,2016,1,1,8,5,DL,N584NW,2448,11433,DTW,10397,ATL,1205,1157.0,-8.0,0.0,1418,1410.0,-8.0,0.0,0.0,0.0,133.0,133.0,594.0,
143,2016,1,1,8,5,DL,N936DN,2610,10397,ATL,13487,MSP,730,729.0,-1.0,0.0,914,846.0,-28.0,0.0,0.0,0.0,164.0,137.0,907.0,
144,2016,1,1,8,5,DL,N987DL,2817,12478,JFK,11433,DTW,901,858.0,-3.0,0.0,1115,1057.0,-18.0,0.0,0.0,0.0,134.0,119.0,509.0,
145,2016,1,1,7,4,DL,N671DN,2794,11433,DTW,10397,ATL,720,718.0,-2.0,0.0,945,938.0,-7.0,0.0,0.0,0.0,145.0,140.0,594.0,
146,2016,1,1,8,5,DL,N678DL,8,13487,MSP,10397,ATL,1732,1735.0,3.0,0.0,2105,2133.0,28.0,1.0,0.0,0.0,153.0,178.0,907.0,
